fid,gid,no,instl_pupr,administ,instl_dtl,lo,la,tot_camera,pixel,instl_de
7811,7811,7811,다목적,충청북도 음성군청,,127.54789,36.916984,1,200,2015-07
7812,7812,7812,다목적,충청북도 음성군청,,127.546301,36.903282,1,200,2015-07
7813,7813,7813,다목적,충청북도 음성군청,,127.546301,36.903282,1,200,2015-07
7814,7814,7814,다목적,충청북도 음성군청,,127.54482,36.912891,1,200,2015-07
7815,7815,7815,다목적,충청북도 음성군청,,127.54482,36.912891,1,200,2015-07
7816,7816,7816,다목적,충청북도 음성군청,,127.545397,36.9053953,1,200,2022-07
7817,7817,7817,다목적,충청북도 음성군청,,127.545397,36.9053953,1,200,2015-07
7818,7818,7818,다목적,충청북도 음성군청,,127.546528,36.905735,1,200,2015-07
7819,7819,7819,다목적,충청북도 음성군청,,127.546528,36.905735,1,200,2015-07
7820,7820,7820,다목적,충청북도 음성군청,,127.54239,36.906112,1,200,2015-07
7821,7821,7821,다목적,충청북도 음성군청,,127.54239,36.906112,1,200,2015-07
7822,7822,7822,다목적,충청북도 음성군청,,127.539714,36.9058987,1,200,2015-07
7823,7823,7823,다목적,충청북도 음성군청,,127.539714,36.9058987,1,200,2015-07
7824,7824,7824,다목적,충청북도 음성군청,,127.597253,36.9919354,1,200,2021-07
7825,7825,7825,다목적,충청북도 음성군청,,127.596788,36.9917641,1,200,2022-07
7826,7826,7826,다목적,충청북도 음성군청,,127.596788,36.9917641,1,200,2022-07
7827,7827,7827,다목적,충청북도 음성군청,,127.597079,36.9913693,1,200,2022-07
7828,7828,7828,다목적,충청북도 음성군청,,127.596,36.9915769,1,200,2009-07
7829,7829,7829,다목적,충청북도 음성군청,,127.596523,36.9938809,1,200,2009-07
7830,7830,7830,다목적,충청북도 음성군청,,127.594385,36.9932747,1,200,2009-07
7831,7831,7831,다목적,충청북도 음성군청,,127.592285,36.9927309,1,200,2009-07
7832,7832,7832,다목적,충청북도 음성군청,,127.59039,36.9922397,1,200,2009-07
7833,7833,7833,다목적,충청북도 음성군청,,127.58882,36.991679,1,200,2009-07
7834,7834,7834,다목적,충청북도 음성군청,,127.596076,36.9947718,1,200,2009-07
7835,7835,7835,다목적,충청북도 음성군청,,127.495476,37.0186641,1,200,2010-07
7836,7836,7836,다목적,충청북도 음성군청,,127.497034,37.0190341,1,200,2010-07
7837,7837,7837,다목적,충청북도 음성군청,,127.498256,37.0197299,1,200,2010-07
7838,7838,7838,다목적,충청북도 음성군청,,127.500873,37.0206478,1,200,2010-07
7839,7839,7839,다목적,충청북도 음성군청,,127.500586,37.0214715,1,200,2010-07
7840,7840,7840,다목적,충청북도 음성군청,,127.598484,36.9944119,1,200,2012-07
7841,7841,7841,다목적,충청북도 음성군청,,127.586507,36.9912245,1,200,2012-07
7842,7842,7842,다목적,충청북도 음성군청,,127.583049,36.9907525,1,200,2012-07
7843,7843,7843,다목적,충청북도 음성군청,,127.690476,36.9389662,1,200,2014-07
7844,7844,7844,다목적,충청북도 음성군청,,127.689874,36.9367624,1,200,2014-07
7845,7845,7845,다목적,충청북도 음성군청,,127.689127,36.9352191,1,200,2014-07
7846,7846,7846,다목적,충청북도 음성군청,,127.690703,36.9344331,1,200,2014-07
7847,7847,7847,다목적,충청북도 음성군청,,127.693171,36.9350619,1,200,2014-07
7848,7848,7848,다목적,충청북도 음성군청,,127.689097,36.9318899,1,200,2014-07
7849,7849,7849,다목적,충청북도 음성군청,,127.502401,37.0208594,1,200,2014-07
7850,7850,7850,다목적,충청북도 음성군청,,127.552032,36.912575,1,200,2015-07
7851,7851,7851,다목적,충청북도 음성군청,,127.765614,36.924652,1,200,2022-07
7852,7852,7852,다목적,충청북도 음성군청,,127.622329,36.8487284,1,200,2022-07
7853,7853,7853,다목적,충청북도 음성군청,,127.622329,36.8487284,1,200,2022-07
7854,7854,7854,다목적,충청북도 음성군청,,127.63509,36.8939651,1,200,2022-07
7855,7855,7855,다목적,충청북도 음성군청,,127.635276,36.8937095,1,200,2022-07
7856,7856,7856,다목적,충청북도 음성군청,,127.567663,36.8930731,1,200,2022-07
7857,7857,7857,다목적,충청북도 음성군청,,127.567663,36.8930731,1,200,2022-07
7858,7858,7858,다목적,충청북도 음성군청,,127.520927,36.9495647,1,200,2022-07
7859,7859,7859,다목적,충청북도 음성군청,,127.520927,36.9495647,1,200,2022-07
7860,7860,7860,다목적,충청북도 음성군청,,127.601966,36.9980694,1,200,2016-07
7861,7861,7861,다목적,충청북도 음성군청,,127.601966,36.9980694,1,200,2016-07
7862,7862,7862,다목적,충청북도 음성군청,,127.750274,36.9266237,1,200,2016-07
7863,7863,7863,다목적,충청북도 음성군청,,127.750274,36.9266237,1,200,2016-07
7864,7864,7864,다목적,충청북도 음성군청,,127.567247,36.9284013,1,200,2016-07
7865,7865,7865,다목적,충청북도 음성군청,,127.567247,36.9284013,1,200,2016-07
7866,7866,7866,다목적,충청북도 음성군청,,127.562728,36.9280053,1,200,2016-07
7867,7867,7867,다목적,충청북도 음성군청,,127.562728,36.9280053,1,200,2016-07
7868,7868,7868,다목적,충청북도 음성군청,,127.507482,37.020365,1,200,2016-07
7869,7869,7869,다목적,충청북도 음성군청,,127.507482,37.020365,1,200,2016-07
7870,7870,7870,다목적,충청북도 음성군청,,127.501612,37.0208443,1,200,2016-07
7871,7871,7871,다목적,충청북도 음성군청,,127.501612,37.0208443,1,200,2016-07
7872,7872,7872,다목적,충청북도 음성군청,,127.610687,37.0425989,1,200,2016-07
7873,7873,7873,다목적,충청북도 음성군청,,127.610687,37.0425989,1,200,2016-07
7874,7874,7874,다목적,충청북도 음성군청,,127.61304,37.034589,1,200,2016-07
7875,7875,7875,다목적,충청북도 음성군청,,127.61304,37.034589,1,200,2016-07
7876,7876,7876,다목적,충청북도 음성군청,,127.653381,37.1119995,1,200,2016-07
7877,7877,7877,다목적,충청북도 음성군청,,127.653381,37.1119995,1,200,2016-07
7878,7878,7878,다목적,충청북도 음성군청,,127.641948,37.1178927,1,200,2016-07
7879,7879,7879,다목적,충청북도 음성군청,,127.641948,37.1178927,1,200,2016-07
7880,7880,7880,다목적,충청북도 음성군청,,127.588158,36.9893409,1,200,2017-07
7881,7881,7881,다목적,충청북도 음성군청,,127.588158,36.9893409,1,200,2017-07
7882,7882,7882,다목적,충청북도 음성군청,,127.588158,36.9893409,1,200,2017-07
7883,7883,7883,다목적,충청북도 음성군청,,127.587838,36.9900577,1,200,2017-07
7884,7884,7884,다목적,충청북도 음성군청,,127.587838,36.9900577,1,200,2017-07
7885,7885,7885,다목적,충청북도 음성군청,,127.587838,36.9900577,1,200,2017-07
7886,7886,7886,다목적,충청북도 음성군청,,127.547514,36.9142499,1,200,2019-07
7887,7887,7887,다목적,충청북도 음성군청,,127.546884,36.9141938,1,200,2019-07
7888,7888,7888,다목적,충청북도 음성군청,,127.54755,36.9135804,1,200,2019-07
7889,7889,7889,다목적,충청북도 음성군청,,127.547932,36.9138903,1,200,2019-07
7890,7890,7890,다목적,충청북도 음성군청,,127.548582,36.9139333,1,200,2019-07
7891,7891,7891,다목적,충청북도 음성군청,,127.548501,36.9134021,1,200,2019-07
7892,7892,7892,다목적,충청북도 음성군청,,127.548164,36.9166125,1,200,2019-07
7893,7893,7893,다목적,충청북도 음성군청,,127.551814,36.9124124,1,200,2020-07
7894,7894,7894,다목적,충청북도 음성군청,,127.551814,36.9124124,1,200,2020-07
7895,7895,7895,다목적,충청북도 음성군청,,127.551728,36.9123654,1,200,2020-07
7896,7896,7896,다목적,충청북도 음성군청,,127.551728,36.9123654,1,200,2020-07
7897,7897,7897,다목적,충청북도 음성군청,,127.54115,36.907328,1,200,2015-07
7898,7898,7898,다목적,충청북도 음성군청,,127.54115,36.907328,1,200,2015-07
7899,7899,7899,다목적,충청북도 음성군청,,127.689551,36.9389519,1,200,2022-07
7900,7900,7900,다목적,충청북도 음성군청,,127.689551,36.9389519,1,200,2022-07
7901,7901,7901,다목적,충청북도 음성군청,,127.689922,36.9385604,1,200,2022-07
7902,7902,7902,다목적,충청북도 음성군청,,127.689922,36.9385604,1,200,2022-07
7903,7903,7903,다목적,충청북도 음성군청,,127.689922,36.9385604,1,200,2022-07
7904,7904,7904,다목적,충청북도 음성군청,,127.690875,36.9376213,1,200,2022-07
7905,7905,7905,다목적,충청북도 음성군청,,127.690875,36.9376213,1,200,2022-07
7906,7906,7906,다목적,충청북도 음성군청,,127.690875,36.9376213,1,200,2022-07
7907,7907,7907,다목적,충청북도 음성군청,,127.691438,36.9377267,1,200,2022-07
7908,7908,7908,다목적,충청북도 음성군청,,127.691438,36.9377267,1,200,2022-07
7909,7909,7909,다목적,충청북도 음성군청,,127.690137,36.9363324,1,200,2022-07
7910,7910,7910,다목적,충청북도 음성군청,,127.690137,36.9363324,1,200,2022-07
7911,7911,7911,다목적,충청북도 음성군청,,127.690137,36.9363324,1,200,2022-07
